Type,id,co2_sink,transforms--emission_rate,edges--fuel_edge--commodity,edges--fuel_edge--unidirectional,edges--fuel_edge--has_capacity,edges--fuel_edge--start_vertex,edges--fuel_demand_edge--commodity,edges--fuel_demand_edge--unidirectional,edges--fuel_demand_edge--has_capacity,edges--fuel_demand_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--end_vertex
FuelsEndUse,BR_RR_Bagasse_notused,co2_sink,1.558,Bagasse,TRUE,FALSE,bagasse_BR_RR,Bagasse,TRUE,FALSE,bagasse_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SC_Bagasse_notused,co2_sink,1.558,Bagasse,TRUE,FALSE,bagasse_BR_SC,Bagasse,TRUE,FALSE,bagasse_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SP_Bagasse_notused,co2_sink,1.558,Bagasse,TRUE,FALSE,bagasse_BR_SP,Bagasse,TRUE,FALSE,bagasse_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SE_Bagasse_notused,co2_sink,1.558,Bagasse,TRUE,FALSE,bagasse_BR_SE,Bagasse,TRUE,FALSE,bagasse_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_TO_Bagasse_notused,co2_sink,1.558,Bagasse,TRUE,FALSE,bagasse_BR_TO,Bagasse,TRUE,FALSE,bagasse_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AC_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_AC,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AL_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_AL,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AP_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_AP,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AM_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_AM,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_BA_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_BA,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_CE_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_CE,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_DF_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_DF,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_ES_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_ES,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_GO_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_GO,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MA_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_MA,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MT_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_MT,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MS_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_MS,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MG_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_MG,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PA_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_PA,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PB_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_PB,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PR_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_PR,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PE_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_PE,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PI_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_PI,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RJ_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_RJ,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RN_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_RN,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RS_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_RS,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RO_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_RO,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RR_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_RR,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SC_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_SC,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SP_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_SP,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SE_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_SE,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_TO_Sugarcane_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_harvested_BR_TO,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_Ammonia_Use,co2_sink,0,Ammonia,TRUE,FALSE,nh3_BR,Ammonia,TRUE,FALSE,nh3_demand_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_Hydrogen_Use,co2_sink,0,Hydrogen,TRUE,FALSE,h2_BR,Hydrogen,TRUE,FALSE,h2_demand_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_GreenDiesel_Use,co2_sink,0.25,GreenDiesel,TRUE,FALSE,greendiesel_BR,GreenDiesel,TRUE,FALSE,greendiesel_demand_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_Gasoline_Use,co2_sink,0.24,Gasoline,TRUE,FALSE,gasoline_BR,Gasoline,TRUE,FALSE,gasoline_demand_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_EthanolEndUse,co2_sink,0.232,Ethanol,TRUE,FALSE,ethanol_BR,Ethanol,TRUE,FALSE,ethanol_demand_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_Biomethane_Use,co2_sink,0.18,Biomethane,TRUE,FALSE,ch4_BR,Biomethane,TRUE,FALSE,ch4_demand_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_BioDiesel_Use,co2_sink,0.253,BioDiesel,TRUE,FALSE,biodiesel_BR,BioDiesel,TRUE,FALSE,biodiesel_demand_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_JetFuel_Use,co2_sink,0.258,JetFuel,TRUE,FALSE,jetfuel_BR,JetFuel,TRUE,FALSE,jetfuel_demand_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AC_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_AC,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AL_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_AL,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AP_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_AP,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AM_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_AM,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_BA_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_BA,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_CE_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_CE,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_DF_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_DF,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_ES_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_ES,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_GO_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_GO,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MA_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_MA,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MT_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_MT,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MS_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_MS,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MG_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_MG,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PA_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_PA,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PB_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_PB,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PR_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_PR,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PE_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_PE,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PI_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_PI,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RJ_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_RJ,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RN_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_RN,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RS_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_RS,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RO_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_RO,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RR_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_RR,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SC_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_SC,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SP_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_SP,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SE_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_SE,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_TO_Soybean_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_harvested_BR_TO,Corn,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AC_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_AC,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AL_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_AL,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AP_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_AP,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AM_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_AM,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_BA_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_BA,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_CE_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_CE,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_DF_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_DF,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_ES_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_ES,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_GO_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_GO,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MA_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_MA,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MT_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_MT,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MS_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_MS,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MG_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_MG,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PA_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_PA,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PB_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_PB,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PR_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_PR,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PE_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_PE,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PI_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_PI,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RJ_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_RJ,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RN_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_RN,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RS_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_RS,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RO_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_RO,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RR_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_RR,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SC_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_SC,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SP_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_SP,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SE_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_SE,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_TO_Corn_notused,co2_sink,0,Corn,TRUE,FALSE,corn_harvested_BR_TO,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AC_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_AC,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AL_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_AL,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AP_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_AP,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AM_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_AM,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_BA_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_BA,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_CE_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_CE,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_DF_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_DF,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_ES_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_ES,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_GO_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_GO,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MA_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_MA,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MT_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_MT,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
